0,1,48
0,1,53
0,1,73
0,1,92
0,1,126
0,1,133
0,1,194
0,1,236
0,1,280
0,1,299
0,1,346
0,3,9
0,3,25
0,3,67
0,3,85
0,3,142
0,3,170
0,3,188
0,3,200
0,3,228
0,3,280
0,3,283
0,3,323
0,4,78
0,4,181
0,4,218
0,4,273
0,4,275
0,4,306
0,6,95
0,6,147
0,6,219
0,6,319
0,8,91
0,8,110
0,8,193
0,8,201
0,8,245
0,9,3
0,9,21
0,9,25
0,9,26
0,9,56
0,9,67
0,9,69
0,9,85
0,9,105
0,9,122
0,9,128
0,9,133
0,9,134
0,9,141
0,9,142
0,9,148
0,9,169
0,9,176
0,9,188
0,9,199
0,9,200
0,9,203
0,9,231
0,9,232
0,9,258
0,9,271
0,9,276
0,9,280
0,9,285
0,9,295
0,9,297
0,9,315
0,9,329
0,9,341
0,9,342
0,10,67
0,10,142
0,10,169
0,10,200
0,10,277
0,10,332
0,13,21
0,13,26
0,13,59
0,13,67
0,13,118
0,13,148
0,13,211
0,13,223
0,13,236
0,13,238
0,13,252
0,13,261
0,13,265
0,13,271
0,13,277
0,13,313
0,13,342
0,14,20
0,14,41
0,14,116
0,14,226
0,14,310
0,14,312
0,14,343
0,16,118
0,16,261
0,16,332
0,18,41
0,18,112
0,18,175
0,18,214
0,18,227
0,18,289
0,18,293
0,18,312
0,18,319
0,18,343
0,19,41
0,19,112
0,19,175
0,19,214
0,19,227
0,19,289
0,19,293
0,19,312
0,19,319
0,19,343
0,20,14
0,20,41
0,20,44
0,20,111
0,20,149
0,20,162
0,20,214
0,20,226
0,20,312
0,20,343
0,21,9
0,21,25
0,21,26
0,21,39
0,21,55
0,21,66
0,21,67
0,21,88
0,21,104
0,21,105
0,21,121
0,21,123
0,21,127
0,21,136
0,21,142
0,21,169
0,21,170
0,21,184
0,21,186
0,21,188
0,21,200
0,21,203
0,21,212
0,21,223
0,21,232
0,21,235
0,21,236
0,21,239
0,21,248
0,21,251
0,21,252
0,21,271
0,21,277
0,21,280
0,21,313
0,21,315
0,21,332
0,21,345
0,22,87
0,22,158
0,22,168
0,22,277
0,22,308
0,22,324
0,22,347
0,23,61
0,23,83
0,23,124
0,23,144
0,23,155
0,23,190
0,23,230
0,23,240
0,24,53
0,24,57
0,24,80
0,24,92
0,24,94
0,24,101
0,24,180
0,24,187
0,24,194
0,24,242
0,24,299
0,24,346
0,25,3
0,25,21
0,25,26
0,25,56
0,25,67
0,25,69
0,25,73
0,25,76
0,25,83
0,25,84
0,25,88
0,25,94
0,25,103
0,25,104
0,25,105
0,25,148
0,25,158
0,25,169
0,25,176
0,25,186
0,25,199
0,25,200
0,25,203
0,25,232
0,25,236
0,25,239
0,25,246
0,25,257
0,25,270
0,25,271
0,25,276
0,25,277
0,25,280
0,25,283
0,25,285
0,25,288
0,25,290
0,25,297
0,25,325
0,25,332
0,26,3
0,26,13
0,26,21
0,26,25
0,26,56
0,26,62
0,26,66
0,26,67
0,26,69
0,26,104
0,26,118
0,26,122
0,26,123
0,26,133
0,26,134
0,26,141
0,26,142
0,26,158
0,26,169
0,26,170
0,26,176
0,26,186
0,26,188
0,26,199
0,26,200
0,26,203
0,26,212
0,26,223
0,26,224
0,26,232
0,26,236
0,26,239
0,26,248
0,26,252
0,26,257
0,26,265
0,26,276
0,26,277
0,26,280
0,26,285
0,26,295
0,26,297
0,26,308
0,26,313
0,26,323
0,26,332
0,26,334
0,27,324
0,27,329
